Season,HomeTeam,AwayTeam,1HHG,1HAG,1HR,2HHG,2HAG,2HR,FTHG,FTAG,FTR,1HSumGoals,2HSumGoals,FTSumGoals,1HScore,2HScore,FTScore,2.5,Winner,BothScored,2.5/Winner,2.5/BothScored,Winner/BothScored,Result,HalfTvsFullT,2.5/Winner/BothScored
2008-09,Stoke,Hull,0,1,2,1,0,1,1,1,X,1,1,2,0:1,1:0,1:1,-2.5,X,yes,-2.5/X,-2.5/yes,X/yes,1:1,2/X,-2.5/X/yes
2008-09,Sunderland,Bolton,1,3,2,0,1,2,1,4,2,4,1,5,1:3,0:1,1:4,2.5,2,yes,+2.5/2,+2.5/yes,2/yes,4:1,2/2,+2.5/2/yes
2008-09,Wigan,West Brom,0,0,X,2,1,1,2,1,1,0,3,3,0:0,2:1,2:1,2.5,1,yes,+2.5/1,+2.5/yes,1/yes,2:1,X/1,+2.5/1/yes
2008-09,Chelsea,Arsenal,1,0,1,0,2,2,1,2,2,1,2,3,1:0,0:2,1:2,2.5,2,yes,+2.5/2,+2.5/yes,2/yes,2:1,1/2,+2.5/2/yes
2008-09,Man City,Man United,0,1,2,0,0,X,0,1,2,1,0,1,0:1,0:0,0:1,-2.5,2,no,-2.5/2,-2.5/no,2/no,1:0,2/2,-2.5/2/no
2008-09,Portsmouth,Blackburn,0,0,X,3,2,1,3,2,1,0,5,5,0:0,3:2,3:2,2.5,1,yes,+2.5/1,+2.5/yes,1/yes,3:2,X/1,+2.5/1/yes
2008-09,Tottenham,Everton,0,0,X,0,1,2,0,1,2,0,1,1,0:0,0:1,0:1,-2.5,2,no,-2.5/2,-2.5/no,2/no,1:0,X/2,-2.5/2/no
2008-09,Liverpool,West Ham,0,0,X,0,0,X,0,0,X,0,0,0,0:0,0:0,0:0,-2.5,X,no,-2.5/X,-2.5/no,X/no,0:0,X/X,-2.5/X/no
2008-09,Arsenal,Wigan,1,0,1,0,0,X,1,0,1,1,0,1,1:0,0:0,1:0,-2.5,1,no,-2.5/1,-2.5/no,1/no,1:0,1/1,-2.5/1/no
2008-09,Blackburn,Liverpool,0,0,X,1,3,2,1,3,2,0,4,4,0:0,1:3,1:3,2.5,2,yes,+2.5/2,+2.5/yes,2/yes,3:1,X/2,+2.5/2/yes
2008-09,Bolton,Chelsea,0,2,2,0,0,X,0,2,2,2,0,2,0:2,0:0,0:2,-2.5,2,no,-2.5/2,-2.5/no,2/no,2:0,2/2,-2.5/2/no
2008-09,Fulham,Man City,1,1,X,0,0,X,1,1,X,2,0,2,1:1,0:0,1:1,-2.5,X,yes,-2.5/X,-2.5/yes,X/yes,1:1,X/X,-2.5/X/yes
2008-09,Hull,Middlesbrough,0,0,X,2,1,1,2,1,1,0,3,3,0:0,2:1,2:1,2.5,1,yes,+2.5/1,+2.5/yes,1/yes,2:1,X/1,+2.5/1/yes
2008-09,Man United,Sunderland,0,0,X,1,0,1,1,0,1,0,1,1,0:0,1:0,1:0,-2.5,1,no,-2.5/1,-2.5/no,1/no,1:0,X/1,-2.5/1/no
2008-09,Newcastle,Stoke,2,0,1,0,2,2,2,2,X,2,2,4,2:0,0:2,2:2,2.5,X,yes,+2.5/X,+2.5/yes,X/yes,2:2,1/X,+2.5/X/yes
2008-09,Everton,Aston Villa,1,1,X,1,2,2,2,3,2,2,3,5,1:1,1:2,2:3,2.5,2,yes,+2.5/2,+2.5/yes,2/yes,3:2,X/2,+2.5/2/yes
2008-09,West Brom,Portsmouth,1,0,1,0,1,2,1,1,X,1,1,2,1:0,0:1,1:1,-2.5,X,yes,-2.5/X,-2.5/yes,X/yes,1:1,1/X,-2.5/X/yes
2008-09,West Ham,Tottenham,0,0,X,0,2,2,0,2,2,0,2,2,0:0,0:2,0:2,-2.5,2,no,-2.5/2,-2.5/no,2/no,2:0,X/2,-2.5/2/no
2008-09,Aston Villa,Bolton,2,1,1,2,1,1,4,2,1,3,3,6,2:1,2:1,4:2,2.5,1,yes,+2.5/1,+2.5/yes,1/yes,4:2,1/1,+2.5/1/yes
2008-09,Liverpool,Hull,2,2,X,0,0,X,2,2,X,4,0,4,2:2,0:0,2:2,2.5,X,yes,+2.5/X,+2.5/yes,X/yes,2:2,X/X,+2.5/X/yes
2008-09,Man City,Everton,0,0,X,0,1,2,0,1,2,0,1,1,0:0,0:1,0:1,-2.5,2,no,-2.5/2,-2.5/no,2/no,1:0,X/2,-2.5/2/no
2008-09,Middlesbrough,Arsenal,1,1,X,0,0,X,1,1,X,2,0,2,1:1,0:0,1:1,-2.5,X,yes,-2.5/X,-2.5/yes,X/yes,1:1,X/X,-2.5/X/yes
2008-09,Stoke,Fulham,0,0,X,0,0,X,0,0,X,0,0,0,0:0,0:0,0:0,-2.5,X,no,-2.5/X,-2.5/no,X/no,0:0,X/X,-2.5/X/no
2008-09,Sunderland,West Brom,3,0,1,1,0,1,4,0,1,3,1,4,3:0,1:0,4:0,2.5,1,no,+2.5/1,+2.5/no,1/no,4:0,1/1,+2.5/1/no
2008-09,Tottenham,Man United,0,0,X,0,0,X,0,0,X,0,0,0,0:0,0:0,0:0,-2.5,X,no,-2.5/X,-2.5/no,X/no,0:0,X/X,-2.5/X/no
2008-09,Wigan,Blackburn,2,0,1,1,0,1,3,0,1,2,1,3,2:0,1:0,3:0,2.5,1,no,+2.5/1,+2.5/no,1/no,3:0,1/1,+2.5/1/no
2008-09,Chelsea,West Ham,0,1,2,1,0,1,1,1,X,1,1,2,0:1,1:0,1:1,-2.5,X,yes,-2.5/X,-2.5/yes,X/yes,1:1,2/X,-2.5/X/yes
2008-09,Portsmouth,Newcastle,0,0,X,0,3,2,0,3,2,0,3,3,0:0,0:3,0:3,2.5,2,no,+2.5/2,+2.5/no,2/no,3:0,X/2,+2.5/2/no
2008-09,Blackburn,Stoke,3,0,1,0,0,X,3,0,1,3,0,3,3:0,0:0,3:0,2.5,1,no,+2.5/1,+2.5/no,1/no,3:0,1/1,+2.5/1/no
2008-09,Bolton,Portsmouth,2,1,1,0,0,X,2,1,1,3,0,3,2:1,0:0,2:1,2.5,1,yes,+2.5/1,+2.5/yes,1/yes,2:1,1/1,+2.5/1/yes
2008-09,Fulham,Middlesbrough,1,0,1,2,0,1,3,0,1,1,2,3,1:0,2:0,3:0,2.5,1,no,+2.5/1,+2.5/no,1/no,3:0,1/1,+2.5/1/no
2008-09,Hull,Sunderland,1,1,X,0,3,2,1,4,2,2,3,5,1:1,0:3,1:4,2.5,2,yes,+2.5/2,+2.5/yes,2/yes,4:1,X/2,+2.5/2/yes
2008-09,West Ham,Aston Villa,0,0,X,0,1,2,0,1,2,0,1,1,0:0,0:1,0:1,-2.5,2,no,-2.5/2,-2.5/no,2/no,1:0,X/2,-2.5/2/no
2008-09,Arsenal,Liverpool,1,1,X,0,0,X,1,1,X,2,0,2,1:1,0:0,1:1,-2.5,X,yes,-2.5/X,-2.5/yes,X/yes,1:1,X/X,-2.5/X/yes
2008-09,Newcastle,Tottenham,1,1,X,1,0,1,2,1,1,2,1,3,1:1,1:0,2:1,2.5,1,yes,+2.5/1,+2.5/yes,1/yes,2:1,X/1,+2.5/1/yes
2008-09,West Brom,Man City,0,0,X,2,1,1,2,1,1,0,3,3,0:0,2:1,2:1,2.5,1,yes,+2.5/1,+2.5/yes,1/yes,2:1,X/1,+2.5/1/yes
2008-09,Everton,Chelsea,0,0,X,0,0,X,0,0,X,0,0,0,0:0,0:0,0:0,-2.5,X,no,-2.5/X,-2.5/no,X/no,0:0,X/X,-2.5/X/no
2008-09,Aston Villa,Arsenal,0,1,2,2,1,1,2,2,X,1,3,4,0:1,2:1,2:2,2.5,X,yes,+2.5/X,+2.5/yes,X/yes,2:2,2/X,+2.5/X/yes
2008-09,Chelsea,West Brom,2,0,1,0,0,X,2,0,1,2,0,2,2:0,0:0,2:0,-2.5,1,no,-2.5/1,-2.5/no,1/no,2:0,1/1,-2.5/1/no
2008-09,Liverpool,Bolton,1,0,1,2,0,1,3,0,1,1,2,3,1:0,2:0,3:0,2.5,1,no,+2.5/1,+2.5/no,1/no,3:0,1/1,+2.5/1/no
2008-09,Man City,Hull,4,0,1,1,1,X,5,1,1,4,2,6,4:0,1:1,5:1,2.5,1,yes,+2.5/1,+2.5/yes,1/yes,5:1,1/1,+2.5/1/yes
2008-09,Middlesbrough,Everton,0,0,X,0,1,2,0,1,2,0,1,1,0:0,0:1,0:1,-2.5,2,no,-2.5/2,-2.5/no,2/no,1:0,X/2,-2.5/2/no
2008-09,Portsmouth,West Ham,1,1,X,0,3,2,1,4,2,2,3,5,1:1,0:3,1:4,2.5,2,yes,+2.5/2,+2.5/yes,2/yes,4:1,X/2,+2.5/2/yes
2008-09,Stoke,Man United,0,0,X,0,1,2,0,1,2,0,1,1,0:0,0:1,0:1,-2.5,2,no,-2.5/2,-2.5/no,2/no,1:0,X/2,-2.5/2/no
2008-09,Sunderland,Blackburn,0,0,X,0,0,X,0,0,X,0,0,0,0:0,0:0,0:0,-2.5,X,no,-2.5/X,-2.5/no,X/no,0:0,X/X,-2.5/X/no
2008-09,Tottenham,Fulham,0,0,X,0,0,X,0,0,X,0,0,0,0:0,0:0,0:0,-2.5,X,no,-2.5/X,-2.5/no,X/no,0:0,X/X,-2.5/X/no
2008-09,Wigan,Newcastle,1,0,1,1,1,X,2,1,1,1,2,3,1:0,1:1,2:1,2.5,1,yes,+2.5/1,+2.5/yes,1/yes,2:1,1/1,+2.5/1/yes
2008-09,Arsenal,Portsmouth,0,0,X,1,0,1,1,0,1,0,1,1,0:0,1:0,1:0,-2.5,1,no,-2.5/1,-2.5/no,1/no,1:0,X/1,-2.5/1/no
2008-09,Blackburn,Man City,1,0,1,1,2,2,2,2,X,1,3,4,1:0,1:2,2:2,2.5,X,yes,+2.5/X,+2.5/yes,X/yes,2:2,1/X,+2.5/X/yes
2008-09,Bolton,Wigan,0,1,2,0,0,X,0,1,2,1,0,1,0:1,0:0,0:1,-2.5,2,no,-2.5/2,-2.5/no,2/no,1:0,2/2,-2.5/2/no
2008-09,Everton,Sunderland,2,0,1,1,0,1,3,0,1,2,1,3,2:0,1:0,3:0,2.5,1,no,+2.5/1,+2.5/no,1/no,3:0,1/1,+2.5/1/no
2008-09,Fulham,Chelsea,1,0,1,1,2,2,2,2,X,1,3,4,1:0,1:2,2:2,2.5,X,yes,+2.5/X,+2.5/yes,X/yes,2:2,1/X,+2.5/X/yes
2008-09,Newcastle,Liverpool,1,2,2,0,3,2,1,5,2,3,3,6,1:2,0:3,1:5,2.5,2,yes,+2.5/2,+2.5/yes,2/yes,5:1,2/2,+2.5/2/yes
2008-09,West Brom,Tottenham,0,0,X,2,0,1,2,0,1,0,2,2,0:0,2:0,2:0,-2.5,1,no,-2.5/1,-2.5/no,1/no,2:0,X/1,-2.5/1/no
2008-09,West Ham,Stoke,0,1,2,2,0,1,2,1,1,1,2,3,0:1,2:0,2:1,2.5,1,yes,+2.5/1,+2.5/yes,1/yes,2:1,2/1,+2.5/1/yes
2008-09,Man United,Middlesbrough,0,0,X,1,0,1,1,0,1,0,1,1,0:0,1:0,1:0,-2.5,1,no,-2.5/1,-2.5/no,1/no,1:0,X/1,-2.5/1/no
2008-09,Hull,Aston Villa,0,0,X,0,1,2,0,1,2,0,1,1,0:0,0:1,0:1,-2.5,2,no,-2.5/2,-2.5/no,2/no,1:0,X/2,-2.5/2/no
2008-09,Arsenal,Bolton,0,0,X,1,0,1,1,0,1,0,1,1,0:0,1:0,1:0,-2.5,1,no,-2.5/1,-2.5/no,1/no,1:0,X/1,-2.5/1/no
2008-09,Aston Villa,West Brom,2,0,1,0,1,2,2,1,1,2,1,3,2:0,0:1,2:1,2.5,1,yes,+2.5/1,+2.5/yes,1/yes,2:1,1/1,+2.5/1/yes
2008-09,Everton,Hull,2,0,1,0,0,X,2,0,1,2,0,2,2:0,0:0,2:0,-2.5,1,no,-2.5/1,-2.5/no,1/no,2:0,1/1,-2.5/1/no
2008-09,Middlesbrough,Sunderland,1,0,1,0,1,2,1,1,X,1,1,2,1:0,0:1,1:1,-2.5,X,yes,-2.5/X,-2.5/yes,X/yes,1:1,1/X,-2.5/X/yes
2008-09,Newcastle,West Ham,1,1,X,1,1,X,2,2,X,2,2,4,1:1,1:1,2:2,2.5,X,yes,+2.5/X,+2.5/yes,X/yes,2:2,X/X,+2.5/X/yes
2008-09,Stoke,Liverpool,0,0,X,0,0,X,0,0,X,0,0,0,0:0,0:0,0:0,-2.5,X,no,-2.5/X,-2.5/no,X/no,0:0,X/X,-2.5/X/no
2008-09,Man United,Chelsea,1,0,1,2,0,1,3,0,1,1,2,3,1:0,2:0,3:0,2.5,1,no,+2.5/1,+2.5/no,1/no,3:0,1/1,+2.5/1/no
2008-09,Wigan,Tottenham,0,0,X,1,0,1,1,0,1,0,1,1,0:0,1:0,1:0,-2.5,1,no,-2.5/1,-2.5/no,1/no,1:0,X/1,-2.5/1/no
2008-09,Man United,Wigan,1,0,1,0,0,X,1,0,1,1,0,1,1:0,0:0,1:0,-2.5,1,no,-2.5/1,-2.5/no,1/no,1:0,1/1,-2.5/1/no
2008-09,Blackburn,Newcastle,0,0,X,3,0,1,3,0,1,0,3,3,0:0,3:0,3:0,2.5,1,no,+2.5/1,+2.5/no,1/no,3:0,X/1,+2.5/1/no
2008-09,Bolton,Man United,0,0,X,0,1,2,0,1,2,0,1,1,0:0,0:1,0:1,-2.5,2,no,-2.5/2,-2.5/no,2/no,1:0,X/2,-2.5/2/no
2008-09,Chelsea,Stoke,0,0,X,2,1,1,2,1,1,0,3,3,0:0,2:1,2:1,2.5,1,yes,+2.5/1,+2.5/yes,1/yes,2:1,X/1,+2.5/1/yes
2008-09,Hull,Arsenal,0,1,2,1,2,2,1,3,2,1,3,4,0:1,1:2,1:3,2.5,2,yes,+2.5/2,+2.5/yes,2/yes,3:1,2/2,+2.5/2/yes
2008-09,Man City,Wigan,0,0,X,1,0,1,1,0,1,0,1,1,0:0,1:0,1:0,-2.5,1,no,-2.5/1,-2.5/no,1/no,1:0,X/1,-2.5/1/no
2008-09,Sunderland,Aston Villa,1,0,1,0,2,2,1,2,2,1,2,3,1:0,0:2,1:2,2.5,2,yes,+2.5/2,+2.5/yes,2/yes,2:1,1/2,+2.5/2/yes
2008-09,West Brom,Middlesbrough,1,0,1,2,0,1,3,0,1,1,2,3,1:0,2:0,3:0,2.5,1,no,+2.5/1,+2.5/no,1/no,3:0,1/1,+2.5/1/no
2008-09,Tottenham,Portsmouth,0,0,X,1,1,X,1,1,X,0,2,2,0:0,1:1,1:1,-2.5,X,yes,-2.5/X,-2.5/yes,X/yes,1:1,X/X,-2.5/X/yes
2008-09,West Ham,Fulham,1,1,X,2,0,1,3,1,1,2,2,4,1:1,2:0,3:1,2.5,1,yes,+2.5/1,+2.5/yes,1/yes,3:1,X/1,+2.5/1/yes
2008-09,Liverpool,Everton,0,0,X,1,1,X,1,1,X,0,2,2,0:0,1:1,1:1,-2.5,X,yes,-2.5/X,-2.5/yes,X/yes,1:1,X/X,-2.5/X/yes
2008-09,Portsmouth,Aston Villa,0,1,2,0,0,X,0,1,2,1,0,1,0:1,0:0,0:1,-2.5,2,no,-2.5/2,-2.5/no,2/no,1:0,2/2,-2.5/2/no
2008-09,Sunderland,Fulham,0,0,X,1,0,1,1,0,1,0,1,1,0:0,1:0,1:0,-2.5,1,no,-2.5/1,-2.5/no,1/no,1:0,X/1,-2.5/1/no
2008-09,Tottenham,Stoke,3,0,1,0,1,2,3,1,1,3,1,4,3:0,0:1,3:1,2.5,1,yes,+2.5/1,+2.5/yes,1/yes,3:1,1/1,+2.5/1/yes
2008-09,West Brom,Man United,0,2,2,0,3,2,0,5,2,2,3,5,0:2,0:3,0:5,2.5,2,no,+2.5/2,+2.5/no,2/no,5:0,2/2,+2.5/2/no
2008-09,Blackburn,Bolton,0,2,2,2,0,1,2,2,X,2,2,4,0:2,2:0,2:2,2.5,X,yes,+2.5/X,+2.5/yes,X/yes,2:2,2/X,+2.5/X/yes
2008-09,Chelsea,Middlesbrough,0,0,X,2,0,1,2,0,1,0,2,2,0:0,2:0,2:0,-2.5,1,no,-2.5/1,-2.5/no,1/no,2:0,X/1,-2.5/1/no
2008-09,Everton,Arsenal,0,0,X,1,1,X,1,1,X,0,2,2,0:0,1:1,1:1,-2.5,X,yes,-2.5/X,-2.5/yes,X/yes,1:1,X/X,-2.5/X/yes
2008-09,Man City,Newcastle,1,0,1,1,1,X,2,1,1,1,2,3,1:0,1:1,2:1,2.5,1,yes,+2.5/1,+2.5/yes,1/yes,2:1,1/1,+2.5/1/yes
2008-09,West Ham,Hull,1,0,1,1,0,1,2,0,1,1,1,2,1:0,1:0,2:0,-2.5,1,no,-2.5/1,-2.5/no,1/no,2:0,1/1,-2.5/1/no
2008-09,Wigan,Liverpool,0,1,2,1,0,1,1,1,X,1,1,2,0:1,1:0,1:1,-2.5,X,yes,-2.5/X,-2.5/yes,X/yes,1:1,2/X,-2.5/X/yes
2008-09,Arsenal,West Ham,0,0,X,0,0,X,0,0,X,0,0,0,0:0,0:0,0:0,-2.5,X,no,-2.5/X,-2.5/no,X/no,0:0,X/X,-2.5/X/no
2008-09,Aston Villa,Wigan,0,0,X,0,0,X,0,0,X,0,0,0,0:0,0:0,0:0,-2.5,X,no,-2.5/X,-2.5/no,X/no,0:0,X/X,-2.5/X/no
2008-09,Bolton,Tottenham,1,0,1,2,2,X,3,2,1,1,4,5,1:0,2:2,3:2,2.5,1,yes,+2.5/1,+2.5/yes,1/yes,3:2,1/1,+2.5/1/yes
2008-09,Fulham,Portsmouth,1,0,1,2,1,1,3,1,1,1,3,4,1:0,2:1,3:1,2.5,1,yes,+2.5/1,+2.5/yes,1/yes,3:1,1/1,+2.5/1/yes
2008-09,Hull,West Brom,1,0,1,1,2,2,2,2,X,1,3,4,1:0,1:2,2:2,2.5,X,yes,+2.5/X,+2.5/yes,X/yes,2:2,1/X,+2.5/X/yes
2008-09,Man United,Everton,1,0,1,0,0,X,1,0,1,1,0,1,1:0,0:0,1:0,-2.5,1,no,-2.5/1,-2.5/no,1/no,1:0,1/1,-2.5/1/no
2008-09,Middlesbrough,Blackburn,0,0,X,0,0,X,0,0,X,0,0,0,0:0,0:0,0:0,-2.5,X,no,-2.5/X,-2.5/no,X/no,0:0,X/X,-2.5/X/no
2008-09,Stoke,Man City,1,0,1,0,0,X,1,0,1,1,0,1,1:0,0:0,1:0,-2.5,1,no,-2.5/1,-2.5/no,1/no,1:0,1/1,-2.5/1/no
2008-09,Liverpool,Chelsea,0,0,X,2,0,1,2,0,1,0,2,2,0:0,2:0,2:0,-2.5,1,no,-2.5/1,-2.5/no,1/no,2:0,X/1,-2.5/1/no
2008-09,Newcastle,Sunderland,0,1,2,1,0,1,1,1,X,1,1,2,0:1,1:0,1:1,-2.5,X,yes,-2.5/X,-2.5/yes,X/yes,1:1,2/X,-2.5/X/yes
2008-09,Blackburn,Aston Villa,0,1,2,0,1,2,0,2,2,1,1,2,0:1,0:1,0:2,-2.5,2,no,-2.5/2,-2.5/no,2/no,2:0,2/2,-2.5/2/no
2008-09,Chelsea,Hull,0,0,X,0,0,X,0,0,X,0,0,0,0:0,0:0,0:0,-2.5,X,no,-2.5/X,-2.5/no,X/no,0:0,X/X,-2.5/X/no
2008-09,Everton,Bolton,1,0,1,2,0,1,3,0,1,1,2,3,1:0,2:0,3:0,2.5,1,no,+2.5/1,+2.5/no,1/no,3:0,1/1,+2.5/1/no
2008-09,Man City,Middlesbrough,0,0,X,1,0,1,1,0,1,0,1,1,0:0,1:0,1:0,-2.5,1,no,-2.5/1,-2.5/no,1/no,1:0,X/1,-2.5/1/no
2008-09,Portsmouth,Liverpool,0,0,X,2,3,2,2,3,2,0,5,5,0:0,2:3,2:3,2.5,2,yes,+2.5/2,+2.5/yes,2/yes,3:2,X/2,+2.5/2/yes
2008-09,Sunderland,Stoke,0,0,X,2,0,1,2,0,1,0,2,2,0:0,2:0,2:0,-2.5,1,no,-2.5/1,-2.5/no,1/no,2:0,X/1,-2.5/1/no
2008-09,West Brom,Newcastle,1,3,2,1,0,1,2,3,2,4,1,5,1:3,1:0,2:3,2.5,2,yes,+2.5/2,+2.5/yes,2/yes,3:2,2/2,+2.5/2/yes
2008-09,Wigan,Fulham,0,0,X,0,0,X,0,0,X,0,0,0,0:0,0:0,0:0,-2.5,X,no,-2.5/X,-2.5/no,X/no,0:0,X/X,-2.5/X/no
2008-09,Tottenham,Arsenal,0,0,X,0,0,X,0,0,X,0,0,0,0:0,0:0,0:0,-2.5,X,no,-2.5/X,-2.5/no,X/no,0:0,X/X,-2.5/X/no
2008-09,West Ham,Man United,0,0,X,0,1,2,0,1,2,0,1,1,0:0,0:1,0:1,-2.5,2,no,-2.5/2,-2.5/no,2/no,1:0,X/2,-2.5/2/no
2008-09,Portsmouth,Man City,0,0,X,2,0,1,2,0,1,0,2,2,0:0,2:0,2:0,-2.5,1,no,-2.5/1,-2.5/no,1/no,2:0,X/1,-2.5/1/no
2008-09,Man United,Fulham,2,0,1,1,0,1,3,0,1,2,1,3,2:0,1:0,3:0,2.5,1,no,+2.5/1,+2.5/no,1/no,3:0,1/1,+2.5/1/no
2008-09,Arsenal,Sunderland,0,0,X,0,0,X,0,0,X,0,0,0,0:0,0:0,0:0,-2.5,X,no,-2.5/X,-2.5/no,X/no,0:0,X/X,-2.5/X/no
2008-09,Aston Villa,Chelsea,0,1,2,0,0,X,0,1,2,1,0,1,0:1,0:0,0:1,-2.5,2,no,-2.5/2,-2.5/no,2/no,1:0,2/2,-2.5/2/no
2008-09,Bolton,West Ham,2,0,1,0,1,2,2,1,1,2,1,3,2:0,0:1,2:1,2.5,1,yes,+2.5/1,+2.5/yes,1/yes,2:1,1/1,+2.5/1/yes
2008-09,Man United,Blackburn,1,1,X,1,0,1,2,1,1,2,1,3,1:1,1:0,2:1,2.5,1,yes,+2.5/1,+2.5/yes,1/yes,2:1,X/1,+2.5/1/yes
2008-09,Middlesbrough,Wigan,0,0,X,0,0,X,0,0,X,0,0,0,0:0,0:0,0:0,-2.5,X,no,-2.5/X,-2.5/no,X/no,0:0,X/X,-2.5/X/no
2008-09,Stoke,Portsmouth,0,0,X,2,2,X,2,2,X,0,4,4,0:0,2:2,2:2,2.5,X,yes,+2.5/X,+2.5/yes,X/yes,2:2,X/X,+2.5/X/yes
2008-09,Fulham,West Brom,0,0,X,2,0,1,2,0,1,0,2,2,0:0,2:0,2:0,-2.5,1,no,-2.5/1,-2.5/no,1/no,2:0,X/1,-2.5/1/no
2008-09,Liverpool,Man City,0,0,X,1,1,X,1,1,X,0,2,2,0:0,1:1,1:1,-2.5,X,yes,-2.5/X,-2.5/yes,X/yes,1:1,X/X,-2.5/X/yes
2008-09,Newcastle,Everton,0,0,X,0,0,X,0,0,X,0,0,0,0:0,0:0,0:0,-2.5,X,no,-2.5/X,-2.5/no,X/no,0:0,X/X,-2.5/X/no
2008-09,Hull,Tottenham,1,1,X,0,1,2,1,2,2,2,1,3,1:1,0:1,1:2,2.5,2,yes,+2.5/2,+2.5/yes,2/yes,2:1,X/2,+2.5/2/yes
2008-09,Arsenal,Fulham,0,0,X,0,0,X,0,0,X,0,0,0,0:0,0:0,0:0,-2.5,X,no,-2.5/X,-2.5/no,X/no,0:0,X/X,-2.5/X/no
2008-09,Chelsea,Wigan,1,0,1,1,1,X,2,1,1,1,2,3,1:0,1:1,2:1,2.5,1,yes,+2.5/1,+2.5/yes,1/yes,2:1,1/1,+2.5/1/yes
2008-09,Everton,West Brom,1,0,1,1,0,1,2,0,1,1,1,2,1:0,1:0,2:0,-2.5,1,no,-2.5/1,-2.5/no,1/no,2:0,1/1,-2.5/1/no
2008-09,Middlesbrough,Liverpool,1,0,1,1,0,1,2,0,1,1,1,2,1:0,1:0,2:0,-2.5,1,no,-2.5/1,-2.5/no,1/no,2:0,1/1,-2.5/1/no
2008-09,Aston Villa,Stoke,1,0,1,1,2,2,2,2,X,1,3,4,1:0,1:2,2:2,2.5,X,yes,+2.5/X,+2.5/yes,X/yes,2:2,1/X,+2.5/X/yes
2008-09,Bolton,Newcastle,0,0,X,1,0,1,1,0,1,0,1,1,0:0,1:0,1:0,-2.5,1,no,-2.5/1,-2.5/no,1/no,1:0,X/1,-2.5/1/no
2008-09,Hull,Blackburn,0,2,2,1,0,1,1,2,2,2,1,3,0:2,1:0,1:2,2.5,2,yes,+2.5/2,+2.5/yes,2/yes,2:1,2/2,+2.5/2/yes
2008-09,West Ham,Man City,0,0,X,1,0,1,1,0,1,0,1,1,0:0,1:0,1:0,-2.5,1,no,-2.5/1,-2.5/no,1/no,1:0,X/1,-2.5/1/no
2008-09,Liverpool,Sunderland,0,0,X,2,0,1,2,0,1,0,2,2,0:0,2:0,2:0,-2.5,1,no,-2.5/1,-2.5/no,1/no,2:0,X/1,-2.5/1/no
2008-09,Portsmouth,Chelsea,0,0,X,0,1,2,0,1,2,0,1,1,0:0,0:1,0:1,-2.5,2,no,-2.5/2,-2.5/no,2/no,1:0,X/2,-2.5/2/no
2008-09,West Brom,Arsenal,1,3,2,0,0,X,1,3,2,4,0,4,1:3,0:0,1:3,2.5,2,yes,+2.5/2,+2.5/yes,2/yes,3:1,2/2,+2.5/2/yes
2008-09,Blackburn,Everton,0,0,X,0,0,X,0,0,X,0,0,0,0:0,0:0,0:0,-2.5,X,no,-2.5/X,-2.5/no,X/no,0:0,X/X,-2.5/X/no
2008-09,Fulham,Hull,0,0,X,0,1,2,0,1,2,0,1,1,0:0,0:1,0:1,-2.5,2,no,-2.5/2,-2.5/no,2/no,1:0,X/2,-2.5/2/no
2008-09,Man City,Aston Villa,1,0,1,1,0,1,2,0,1,1,1,2,1:0,1:0,2:0,-2.5,1,no,-2.5/1,-2.5/no,1/no,2:0,1/1,-2.5/1/no
2008-09,Newcastle,Man United,1,1,X,0,1,2,1,2,2,2,1,3,1:1,0:1,1:2,2.5,2,yes,+2.5/2,+2.5/yes,2/yes,2:1,X/2,+2.5/2/yes
2008-09,Stoke,Bolton,1,0,1,1,0,1,2,0,1,1,1,2,1:0,1:0,2:0,-2.5,1,no,-2.5/1,-2.5/no,1/no,2:0,1/1,-2.5/1/no
2008-09,Tottenham,Middlesbrough,3,0,1,1,0,1,4,0,1,3,1,4,3:0,1:0,4:0,2.5,1,no,+2.5/1,+2.5/no,1/no,4:0,1/1,+2.5/1/no
2008-09,Wigan,West Ham,0,1,2,0,0,X,0,1,2,1,0,1,0:1,0:0,0:1,-2.5,2,no,-2.5/2,-2.5/no,2/no,1:0,2/2,-2.5/2/no
2008-09,Sunderland,Tottenham,1,0,1,0,1,2,1,1,X,1,1,2,1:0,0:1,1:1,-2.5,X,yes,-2.5/X,-2.5/yes,X/yes,1:1,1/X,-2.5/X/yes
2008-09,Fulham,Blackburn,1,0,1,0,2,2,1,2,2,1,2,3,1:0,0:2,1:2,2.5,2,yes,+2.5/2,+2.5/yes,2/yes,2:1,1/2,+2.5/2/yes
2008-09,Arsenal,Blackburn,1,0,1,3,0,1,4,0,1,1,3,4,1:0,3:0,4:0,2.5,1,no,+2.5/1,+2.5/no,1/no,4:0,1/1,+2.5/1/no
2008-09,Bolton,Fulham,1,1,X,0,2,2,1,3,2,2,2,4,1:1,0:2,1:3,2.5,2,yes,+2.5/2,+2.5/yes,2/yes,3:1,X/2,+2.5/2/yes
2008-09,Everton,Stoke,2,0,1,1,1,X,3,1,1,2,2,4,2:0,1:1,3:1,2.5,1,yes,+2.5/1,+2.5/yes,1/yes,3:1,1/1,+2.5/1/yes
2008-09,Hull,Newcastle,1,1,X,0,0,X,1,1,X,2,0,2,1:1,0:0,1:1,-2.5,X,yes,-2.5/X,-2.5/yes,X/yes,1:1,X/X,-2.5/X/yes
