,Season;HomeTeam;AwayTeam;1HHG;1HAG;1HR;2HHG;2HAG;2HR;FTHG;FTAG;FTR;1HSumGoals;2HSumGoals;FTSumGoals;1HR;2HR;FTR;2.5;Winner;BothScored;2.5/Winner;2.5/BothScored;Winner/BothScored;Result
969,2010-11;Wolves;Chelsea;1;0;1;0;0;0;1;0;1;1;0;1;1:0;0:0;1:0;-2.5;1;no;-2.5/1;-2.5/no;1/no;1:0
970,2010-11;Blackpool;Liverpool;1;1;0;1;0;1;2;1;1;2;1;3;1:1;1:0;2:1;+2.5;1;yes;+2.5/1;+2.5/yes;1/yes;2:1
971,2010-11;Chelsea;Blackburn;0;0;0;2;0;1;2;0;1;0;2;2;0:0;2:0;2:0;-2.5;1;no;-2.5/1;-2.5/no;1/no;2:0
972,2010-11;Man City;Wolves;1;1;0;3;2;1;4;3;1;2;5;7;1:1;3:2;4:3;+2.5;1;yes;+2.5/1;+2.5/yes;1/yes;4:3
973,2010-11;Stoke;Bolton;1;0;1;1;0;1;2;0;1;1;1;2;1:0;1:0;2:0;-2.5;1;no;-2.5/1;-2.5/no;1/no;2:0
974,2010-11;West Brom;Blackpool;1;1;0;2;1;1;3;2;1;2;3;5;1:1;2:1;3:2;+2.5;1;yes;+2.5/1;+2.5/yes;1/yes;3:2
975,2010-11;West Ham;Arsenal;0;2;2;0;1;2;0;3;2;2;1;3;0:2;0:1;0:3;+2.5;2;no;+2.5/2;+2.5/no;2/no;3:0
976,2010-11;Wigan;Fulham;0;0;0;1;1;0;1;1;0;0;2;2;0:0;1:1;1:1;-2.5;0;yes;-2.5/0;-2.5/yes;0/yes;1:1
977,2010-11;Birmingham;Aston Villa;0;0;0;1;1;0;1;1;0;0;2;2;0:0;1:1;1:1;-2.5;0;yes;-2.5/0;-2.5/yes;0/yes;1:1
978,2010-11;Liverpool;Everton;1;0;1;1;2;2;2;2;0;1;3;4;1:0;1:2;2:2;+2.5;0;yes;+2.5/0;+2.5/yes;0/yes;2:2
979,2010-11;Sunderland;Newcastle;0;0;0;1;1;0;1;1;0;0;2;2;0:0;1:1;1:1;-2.5;0;yes;-2.5/0;-2.5/yes;0/yes;1:1
980,2010-11;Tottenham;Man United;0;0;0;0;0;0;0;0;0;0;0;0;0:0;0:0;0:0;-2.5;0;no;-2.5/0;-2.5/no;0/no;0:0
981,2010-11;Arsenal;Wigan;1;0;1;2;0;1;3;0;1;1;2;3;1:0;2:0;3:0;+2.5;1;no;+2.5/1;+2.5/no;1/no;3:0
982,2010-11;Aston Villa;Man City;1;0;1;0;0;0;1;0;1;1;0;1;1:0;0:0;1:0;-2.5;1;no;-2.5/1;-2.5/no;1/no;1:0
983,2010-11;Blackpool;Sunderland;0;2;2;1;0;1;1;2;2;2;1;3;0:2;1:0;1:2;+2.5;2;yes;+2.5/2;+2.5/yes;2/yes;2:1
984,2010-11;Everton;West Ham;0;1;2;2;1;1;2;2;0;1;3;4;0:1;2:1;2:2;+2.5;0;yes;+2.5/0;+2.5/yes;0/yes;2:2
985,2010-11;Fulham;Stoke;1;0;1;1;0;1;2;0;1;1;1;2;1:0;1:0;2:0;-2.5;1;no;-2.5/1;-2.5/no;1/no;2:0
986,2010-11;Man United;Birmingham;3;0;1;2;0;1;5;0;1;3;2;5;3:0;2:0;5:0;+2.5;1;no;+2.5/1;+2.5/no;1/no;5:0
987,2010-11;Newcastle;Tottenham;0;0;0;1;1;0;1;1;0;0;2;2;0:0;1:1;1:1;-2.5;0;yes;-2.5/0;-2.5/yes;0/yes;1:1
988,2010-11;Wolves;Liverpool;0;1;2;0;2;2;0;3;2;1;2;3;0:1;0:2;0:3;+2.5;2;no;+2.5/2;+2.5/no;2/no;3:0
989,2010-11;Blackburn;West Brom;1;0;1;1;0;1;2;0;1;1;1;2;1:0;1:0;2:0;-2.5;1;no;-2.5/1;-2.5/no;1/no;2:0
990,2010-11;Bolton;Chelsea;0;2;2;0;2;2;0;4;2;2;2;4;0:2;0:2;0:4;+2.5;2;no;+2.5/2;+2.5/no;2/no;4:0
991,2010-11;Blackpool;Man United;2;0;1;0;3;2;2;3;2;2;3;5;2:0;0:3;2:3;+2.5;2;yes;+2.5/2;+2.5/yes;2/yes;3:2
992,2010-11;Wigan;Aston Villa;0;0;0;1;2;2;1;2;2;0;3;3;0:0;1:2;1:2;+2.5;2;yes;+2.5/2;+2.5/yes;2/yes;2:1
993,2010-11;Liverpool;Fulham;0;0;0;1;0;1;1;0;1;0;1;1;0:0;1:0;1:0;-2.5;1;no;-2.5/1;-2.5/no;1/no;1:0
994,2010-11;Arsenal;Everton;0;1;2;2;0;1;2;1;1;1;2;3;0:1;2:0;2:1;+2.5;1;yes;+2.5/1;+2.5/yes;1/yes;2:1
995,2010-11;Man United;Aston Villa;2;0;1;1;1;0;3;1;1;2;2;4;2:0;1:1;3:1;+2.5;1;yes;+2.5/1;+2.5/yes;1/yes;3:1
996,2010-11;Sunderland;Chelsea;2;2;0;0;2;2;2;4;2;4;2;6;2:2;0:2;2:4;+2.5;2;yes;+2.5/2;+2.5/yes;2/yes;4:2
997,2010-11;West Brom;Wigan;1;2;2;1;0;1;2;2;0;3;1;4;1:2;1:0;2:2;+2.5;0;yes;+2.5/0;+2.5/yes;0/yes;2:2
998,2010-11;Birmingham;Man City;1;2;2;1;0;1;2;2;0;3;1;4;1:2;1:0;2:2;+2.5;0;yes;+2.5/0;+2.5/yes;0/yes;2:2
999,2010-11;Blackburn;Tottenham;0;1;2;0;0;0;0;1;2;1;0;1;0:1;0:0;0:1;-2.5;2;no;-2.5/2;-2.5/no;2/no;1:0
1000,2010-11;Blackpool;West Ham;1;3;2;0;0;0;1;3;2;4;0;4;1:3;0:0;1:3;+2.5;2;yes;+2.5/2;+2.5/yes;2/yes;3:1
1001,2010-11;Bolton;Wolves;0;0;0;1;0;1;1;0;1;0;1;1;0:0;1:0;1:0;-2.5;1;no;-2.5/1;-2.5/no;1/no;1:0
1002,2010-11;Fulham;Newcastle;0;0;0;1;0;1;1;0;1;0;1;1;0:0;1:0;1:0;-2.5;1;no;-2.5/1;-2.5/no;1/no;1:0
1003,2010-11;Liverpool;Stoke;0;0;0;2;0;1;2;0;1;0;2;2;0:0;2:0;2:0;-2.5;1;no;-2.5/1;-2.5/no;1/no;2:0
1004,2010-11;Aston Villa;Fulham;1;0;1;1;2;2;2;2;0;1;3;4;1:0;1:2;2:2;+2.5;0;yes;+2.5/0;+2.5/yes;0/yes;2:2
1005,2010-11;Everton;Blackpool;1;1;0;4;2;1;5;3;1;2;6;8;1:1;4:2;5:3;+2.5;1;yes;+2.5/1;+2.5/yes;1/yes;5:3
1006,2010-11;Man City;West Brom;3;0;1;0;0;0;3;0;1;3;0;3;3:0;0:0;3:0;+2.5;1;no;+2.5/1;+2.5/no;1/no;3:0
1007,2010-11;Newcastle;Arsenal;0;4;2;4;0;1;4;4;0;4;4;8;0:4;4:0;4:4;+2.5;0;yes;+2.5/0;+2.5/yes;0/yes;4:4
1008,2010-11;Stoke;Sunderland;1;1;0;2;1;1;3;2;1;2;3;5;1:1;2:1;3:2;+2.5;1;yes;+2.5/1;+2.5/yes;1/yes;3:2
1009,2010-11;Tottenham;Bolton;1;0;1;1;1;0;2;1;1;1;2;3;1:0;1:1;2:1;+2.5;1;yes;+2.5/1;+2.5/yes;1/yes;2:1
1010,2010-11;Wigan;Blackburn;1;1;0;3;2;1;4;3;1;2;5;7;1:1;3:2;4:3;+2.5;1;yes;+2.5/1;+2.5/yes;1/yes;4:3
1011,2010-11;Wolves;Man United;2;1;1;0;0;0;2;1;1;3;0;3;2:1;0:0;2:1;+2.5;1;yes;+2.5/1;+2.5/yes;1/yes;2:1
1012,2010-11;Chelsea;Liverpool;0;0;0;0;1;2;0;1;2;0;1;1;0:0;0:1;0:1;-2.5;2;no;-2.5/2;-2.5/no;2/no;1:0
1013,2010-11;West Ham;Birmingham;0;0;0;0;1;2;0;1;2;0;1;1;0:0;0:1;0:1;-2.5;2;no;-2.5/2;-2.5/no;2/no;1:0
1014,2010-11;Arsenal;Wolves;1;0;1;1;0;1;2;0;1;1;1;2;1:0;1:0;2:0;-2.5;1;no;-2.5/1;-2.5/no;1/no;2:0
1015,2010-11;Birmingham;Stoke;0;0;0;1;0;1;1;0;1;0;1;1;0:0;1:0;1:0;-2.5;1;no;-2.5/1;-2.5/no;1/no;1:0
1016,2010-11;Blackburn;Newcastle;0;0;0;0;0;0;0;0;0;0;0;0;0:0;0:0;0:0;-2.5;0;no;-2.5/0;-2.5/no;0/no;0:0
1017,2010-11;Blackpool;Aston Villa;1;1;0;0;0;0;1;1;0;2;0;2;1:1;0:0;1:1;-2.5;0;yes;-2.5/0;-2.5/yes;0/yes;1:1
1018,2010-11;Liverpool;Wigan;1;0;1;0;1;2;1;1;0;1;1;2;1:0;0:1;1:1;-2.5;0;yes;-2.5/0;-2.5/yes;0/yes;1:1
1019,2010-11;Man United;Man City;1;0;1;1;1;0;2;1;1;1;2;3;1:0;1:1;2:1;+2.5;1;yes;+2.5/1;+2.5/yes;1/yes;2:1
1020,2010-11;Sunderland;Tottenham;1;1;0;0;1;2;1;2;2;2;1;3;1:1;0:1;1:2;+2.5;2;yes;+2.5/2;+2.5/yes;2/yes;2:1
1021,2010-11;West Brom;West Ham;3;0;1;0;3;2;3;3;0;3;3;6;3:0;0:3;3:3;+2.5;0;yes;+2.5/0;+2.5/yes;0/yes;3:3
1022,2010-11;Bolton;Everton;1;0;1;1;0;1;2;0;1;1;1;2;1:0;1:0;2:0;-2.5;1;no;-2.5/1;-2.5/no;1/no;2:0
1023,2010-11;Fulham;Chelsea;0;0;0;0;0;0;0;0;0;0;0;0;0:0;0:0;0:0;-2.5;0;no;-2.5/0;-2.5/no;0/no;0:0
1024,2010-11;Birmingham;Newcastle;0;1;2;0;1;2;0;2;2;1;1;2;0:1;0:1;0:2;-2.5;2;no;-2.5/2;-2.5/no;2/no;2:0
1025,2010-11;West Brom;Wolves;0;1;2;1;0;1;1;1;0;1;1;2;0:1;1:0;1:1;-2.5;0;yes;-2.5/0;-2.5/yes;0/yes;1:1
1026,2010-11;Blackpool;Tottenham;2;0;1;1;1;0;3;1;1;2;2;4;2:0;1:1;3:1;+2.5;1;yes;+2.5/1;+2.5/yes;1/yes;3:1
1027,2010-11;Arsenal;Stoke;1;0;1;0;0;0;1;0;1;1;0;1;1:0;0:0;1:0;-2.5;1;no;-2.5/1;-2.5/no;1/no;1:0
1028,2010-11;Aston Villa;Blackburn;0;0;0;4;1;1;4;1;1;0;5;5;0:0;4:1;4:1;+2.5;1;yes;+2.5/1;+2.5/yes;1/yes;4:1
1029,2010-11;Everton;Sunderland;2;0;1;0;0;0;2;0;1;2;0;2;2:0;0:0;2:0;-2.5;1;no;-2.5/1;-2.5/no;1/no;2:0
1030,2010-11;Newcastle;Bolton;1;1;0;0;0;0;1;1;0;2;0;2;1:1;0:0;1:1;-2.5;0;yes;-2.5/0;-2.5/yes;0/yes;1:1
1031,2010-11;Wigan;Man United;0;1;2;0;3;2;0;4;2;1;3;4;0:1;0:3;0:4;+2.5;2;no;+2.5/2;+2.5/no;2/no;4:0
1032,2010-11;Wolves;Blackpool;1;0;1;3;0;1;4;0;1;1;3;4;1:0;3:0;4:0;+2.5;1;no;+2.5/1;+2.5/no;1/no;4:0
1033,2010-11;Man City;Fulham;1;0;1;0;1;2;1;1;0;1;1;2;1:0;0:1;1:1;-2.5;0;yes;-2.5/0;-2.5/yes;0/yes;1:1
1034,2010-11;West Ham;Liverpool;2;0;1;1;1;0;3;1;1;2;2;4;2:0;1:1;3:1;+2.5;1;yes;+2.5/1;+2.5/yes;1/yes;3:1
1035,2010-11;Stoke;West Brom;0;0;0;1;1;0;1;1;0;0;2;2;0:0;1:1;1:1;-2.5;0;yes;-2.5/0;-2.5/yes;0/yes;1:1
1036,2010-11;Chelsea;Man United;0;1;2;2;0;1;2;1;1;1;2;3;0:1;2:0;2:1;+2.5;1;yes;+2.5/1;+2.5/yes;1/yes;2:1
1037,2010-11;Arsenal;Sunderland;0;0;0;0;0;0;0;0;0;0;0;0;0:0;0:0;0:0;-2.5;0;no;-2.5/0;-2.5/no;0/no;0:0
1038,2010-11;Birmingham;West Brom;0;0;0;1;3;2;1;3;2;0;4;4;0:0;1:3;1:3;+2.5;2;yes;+2.5/2;+2.5/yes;2/yes;3:1
1039,2010-11;Bolton;Aston Villa;1;1;0;2;1;1;3;2;1;2;3;5;1:1;2:1;3:2;+2.5;1;yes;+2.5/1;+2.5/yes;1/yes;3:2
1040,2010-11;Fulham;Blackburn;1;1;0;2;1;1;3;2;1;2;3;5;1:1;2:1;3:2;+2.5;1;yes;+2.5/1;+2.5/yes;1/yes;3:2
1041,2010-11;Man City;Wigan;1;0;1;0;0;0;1;0;1;1;0;1;1:0;0:0;1:0;-2.5;1;no;-2.5/1;-2.5/no;1/no;1:0
1042,2010-11;Newcastle;Everton;1;2;2;0;0;0;1;2;2;3;0;3;1:2;0:0;1:2;+2.5;2;yes;+2.5/2;+2.5/yes;2/yes;2:1
1043,2010-11;West Ham;Stoke;2;0;1;1;0;1;3;0;1;2;1;3;2:0;1:0;3:0;+2.5;1;no;+2.5/1;+2.5/no;1/no;3:0
1044,2010-11;Liverpool;Man United;2;0;1;1;1;0;3;1;1;2;2;4;2:0;1:1;3:1;+2.5;1;yes;+2.5/1;+2.5/yes;1/yes;3:1
1045,2010-11;Wolves;Tottenham;2;2;0;1;1;0;3;3;0;4;2;6;2:2;1:1;3:3;+2.5;0;yes;+2.5/0;+2.5/yes;0/yes;3:3
1046,2010-11;Blackpool;Chelsea;0;1;2;1;2;2;1;3;2;1;3;4;0:1;1:2;1:3;+2.5;2;yes;+2.5/2;+2.5/yes;2/yes;3:1
1047,2010-11;Everton;Birmingham;1;1;0;0;0;0;1;1;0;2;0;2;1:1;0:0;1:1;-2.5;0;yes;-2.5/0;-2.5/yes;0/yes;1:1
1048,2010-11;Aston Villa;Wolves;0;1;2;0;0;0;0;1;2;1;0;1;0:1;0:0;0:1;-2.5;2;no;-2.5/2;-2.5/no;2/no;1:0
1049,2010-11;Blackburn;Blackpool;0;2;2;2;0;1;2;2;0;2;2;4;0:2;2:0;2:2;+2.5;0;yes;+2.5/0;+2.5/yes;0/yes;2:2
1050,2010-11;Everton;Fulham;1;0;1;1;1;0;2;1;1;1;2;3;1:0;1:1;2:1;+2.5;1;yes;+2.5/1;+2.5/yes;1/yes;2:1
1051,2010-11;Man United;Bolton;0;0;0;1;0;1;1;0;1;0;1;1;0:0;1:0;1:0;-2.5;1;no;-2.5/1;-2.5/no;1/no;1:0
1052,2010-11;Stoke;Newcastle;1;0;1;3;0;1;4;0;1;1;3;4;1:0;3:0;4:0;+2.5;1;no;+2.5/1;+2.5/no;1/no;4:0
1053,2010-11;Tottenham;West Ham;0;0;0;0;0;0;0;0;0;0;0;0;0:0;0:0;0:0;-2.5;0;no;-2.5/0;-2.5/no;0/no;0:0
1054,2010-11;West Brom;Arsenal;1;0;1;1;2;2;2;2;0;1;3;4;1:0;1:2;2:2;+2.5;0;yes;+2.5/0;+2.5/yes;0/yes;2:2
1055,2010-11;Wigan;Birmingham;1;1;0;1;0;1;2;1;1;2;1;3;1:1;1:0;2:1;+2.5;1;yes;+2.5/1;+2.5/yes;1/yes;2:1
1056,2010-11;Chelsea;Man City;0;0;0;2;0;1;2;0;1;0;2;2;0:0;2:0;2:0;-2.5;1;no;-2.5/1;-2.5/no;1/no;2:0
1057,2010-11;Sunderland;Liverpool;0;1;2;0;1;2;0;2;2;1;1;2;0:1;0:1;0:2;-2.5;2;no;-2.5/2;-2.5/no;2/no;2:0
1058,2010-11;Arsenal;Blackburn;0;0;0;0;0;0;0;0;0;0;0;0;0:0;0:0;0:0;-2.5;0;no;-2.5/0;-2.5/no;0/no;0:0
1059,2010-11;Birmingham;Bolton;1;0;1;1;1;0;2;1;1;1;2;3;1:0;1:1;2:1;+2.5;1;yes;+2.5/1;+2.5/yes;1/yes;2:1
1060,2010-11;Everton;Aston Villa;1;0;1;1;2;2;2;2;0;1;3;4;1:0;1:2;2:2;+2.5;0;yes;+2.5/0;+2.5/yes;0/yes;2:2
1061,2010-11;Newcastle;Wolves;2;0;1;2;1;1;4;1;1;2;3;5;2:0;2:1;4:1;+2.5;1;yes;+2.5/1;+2.5/yes;1/yes;4:1
1062,2010-11;Stoke;Chelsea;1;1;0;0;0;0;1;1;0;2;0;2;1:1;0:0;1:1;-2.5;0;yes;-2.5/0;-2.5/yes;0/yes;1:1
1063,2010-11;West Brom;Liverpool;0;0;0;2;1;1;2;1;1;0;3;3;0:0;2:1;2:1;+2.5;1;yes;+2.5/1;+2.5/yes;1/yes;2:1
1064,2010-11;West Ham;Man United;2;0;1;0;4;2;2;4;2;2;4;6;2:0;0:4;2:4;+2.5;2;yes;+2.5/2;+2.5/yes;2/yes;4:2
1065,2010-11;Wigan;Tottenham;0;0;0;0;0;0;0;0;0;0;0;0;0:0;0:0;0:0;-2.5;0;no;-2.5/0;-2.5/no;0/no;0:0
1066,2010-11;Fulham;Blackpool;2;0;1;1;0;1;3;0;1;2;1;3;2:0;1:0;3:0;+2.5;1;no;+2.5/1;+2.5/no;1/no;3:0
1067,2010-11;Man City;Sunderland;2;0;1;3;0;1;5;0;1;2;3;5;2:0;3:0;5:0;+2.5;1;no;+2.5/1;+2.5/no;1/no;5:0
1068,2010-11;Blackburn;Birmingham;1;1;0;0;0;0;1;1;0;2;0;2;1:1;0:0;1:1;-2.5;0;yes;-2.5/0;-2.5/yes;0/yes;1:1
1069,2010-11;Bolton;West Ham;2;0;1;1;0;1;3;0;1;2;1;3;2:0;1:0;3:0;+2.5;1;no;+2.5/1;+2.5/no;1/no;3:0
1070,2010-11;Chelsea;Wigan;0;0;0;1;0;1;1;0;1;0;1;1;0:0;1:0;1:0;-2.5;1;no;-2.5/1;-2.5/no;1/no;1:0
1071,2010-11;Man United;Fulham;2;0;1;0;0;0;2;0;1;2;0;2;2:0;0:0;2:0;-2.5;1;no;-2.5/1;-2.5/no;1/no;2:0
1072,2010-11;Sunderland;West Brom;2;1;1;0;2;2;2;3;2;3;2;5;2:1;0:2;2:3;+2.5;2;yes;+2.5/2;+2.5/yes;2/yes;3:2
1073,2010-11;Tottenham;Stoke;3;2;1;0;0;0;3;2;1;5;0;5;3:2;0:0;3:2;+2.5;1;yes;+2.5/1;+2.5/yes;1/yes;3:2
1074,2010-11;Wolves;Everton;0;3;2;0;0;0;0;3;2;3;0;3;0:3;0:0;0:3;+2.5;2;no;+2.5/2;+2.5/no;2/no;3:0
1075,2010-11;Aston Villa;Newcastle;1;0;1;0;0;0;1;0;1;1;0;1;1:0;0:0;1:0;-2.5;1;no;-2.5/1;-2.5/no;1/no;1:0
1076,2010-11;Blackpool;Arsenal;0;2;2;1;1;0;1;3;2;2;2;4;0:2;1:1;1:3;+2.5;2;yes;+2.5/2;+2.5/yes;2/yes;3:1
1077,2010-11;Liverpool;Man City;3;0;1;0;0;0;3;0;1;3;0;3;3:0;0:0;3:0;+2.5;1;no;+2.5/1;+2.5/no;1/no;3:0
1078,2010-11;Birmingham;Sunderland;1;0;1;1;0;1;2;0;1;1;1;2;1:0;1:0;2:0;-2.5;1;no;-2.5/1;-2.5/no;1/no;2:0
1079,2010-11;Blackpool;Wigan;0;2;2;1;1;0;1;3;2;2;2;4;0:2;1:1;1:3;+2.5;2;yes;+2.5/2;+2.5/yes;2/yes;3:1
1080,2010-11;Everton;Blackburn;0;0;0;2;0;1;2;0;1;0;2;2;0:0;2:0;2:0;-2.5;1;no;-2.5/1;-2.5/no;1/no;2:0
1081,2010-11;West Brom;Chelsea;1;3;2;0;0;0;1;3;2;4;0;4;1:3;0:0;1:3;+2.5;2;yes;+2.5/2;+2.5/yes;2/yes;3:1
1082,2010-11;West Ham;Aston Villa;1;1;0;0;1;2;1;2;2;2;1;3;1:1;0:1;1:2;+2.5;2;yes;+2.5/2;+2.5/yes;2/yes;2:1
1083,2010-11;Arsenal;Liverpool;0;0;0;1;1;0;1;1;0;0;2;2;0:0;1:1;1:1;-2.5;0;yes;-2.5/0;-2.5/yes;0/yes;1:1
1084,2010-11;Newcastle;Man United;0;0;0;0;0;0;0;0;0;0;0;0;0:0;0:0;0:0;-2.5;0;no;-2.5/0;-2.5/no;0/no;0:0
1085,2010-11;Chelsea;Birmingham;2;0;1;1;1;0;3;1;1;2;2;4;2:0;1:1;3:1;+2.5;1;yes;+2.5/1;+2.5/yes;1/yes;3:1
1086,2010-11;Tottenham;Arsenal;2;3;2;1;0;1;3;3;0;5;1;6;2:3;1:0;3:3;+2.5;0;yes;+2.5/0;+2.5/yes;0/yes;3:3
1087,2010-11;Aston Villa;Stoke;1;1;0;0;0;0;1;1;0;2;0;2;1:1;0:0;1:1;-2.5;0;yes;-2.5/0;-2.5/yes;0/yes;1:1
1088,2010-11;Blackpool;Newcastle;1;1;0;0;0;0;1;1;0;2;0;2;1:1;0:0;1:1;-2.5;0;yes;-2.5/0;-2.5/yes;0/yes;1:1
1089,2010-11;Chelsea;West Ham;1;0;1;2;0;1;3;0;1;1;2;3;1:0;2:0;3:0;+2.5;1;no;+2.5/1;+2.5/no;1/no;3:0
1090,2010-11;Liverpool;Birmingham;2;0;1;3;0;1;5;0;1;2;3;5;2:0;3:0;5:0;+2.5;1;no;+2.5/1;+2.5/no;1/no;5:0
1091,2010-11;Man United;Everton;0;0;0;1;0;1;1;0;1;0;1;1;0:0;1:0;1:0;-2.5;1;no;-2.5/1;-2.5/no;1/no;1:0
1092,2010-11;Sunderland;Wigan;0;0;0;4;2;1;4;2;1;0;6;6;0:0;4:2;4:2;+2.5;1;yes;+2.5/1;+2.5/yes;1/yes;4:2
1093,2010-11;Tottenham;West Brom;1;1;0;1;1;0;2;2;0;2;2;4;1:1;1:1;2:2;+2.5;0;yes;+2.5/0;+2.5/yes;0/yes;2:2
1094,2010-11;Wolves;Fulham;1;0;1;0;1;2;1;1;0;1;1;2;1:0;0:1;1:1;-2.5;0;yes;-2.5/0;-2.5/yes;0/yes;1:1
1095,2010-11;Bolton;Arsenal;1;0;1;1;1;0;2;1;1;1;2;3;1:0;1:1;2:1;+2.5;1;yes;+2.5/1;+2.5/yes;1/yes;2:1
1096,2010-11;Blackburn;Man City;0;0;0;0;1;2;0;1;2;0;1;1;0:0;0:1;0:1;-2.5;2;no;-2.5/2;-2.5/no;2/no;1:0
1097,2010-11;Stoke;Wolves;2;0;1;1;0;1;3;0;1;2;1;3;2:0;1:0;3:0;+2.5;1;no;+2.5/1;+2.5/no;1/no;3:0
1098,2010-11;Fulham;Bolton;1;0;1;2;0;1;3;0;1;1;2;3;1:0;2:0;3:0;+2.5;1;no;+2.5/1;+2.5/no;1/no;3:0
1099,2010-11;Blackburn;Bolton;1;0;1;0;0;0;1;0;1;1;0;1;1:0;0:0;1:0;-2.5;1;no;-2.5/1;-2.5/no;1/no;1:0
1100,2010-11;Blackpool;Stoke;0;0;0;0;0;0;0;0;0;0;0;0;0:0;0:0;0:0;-2.5;0;no;-2.5/0;-2.5/no;0/no;0:0
1101,2010-11;Chelsea;Tottenham;1;1;0;1;0;1;2;1;1;2;1;3;1:1;1:0;2:1;+2.5;1;yes;+2.5/1;+2.5/yes;1/yes;2:1
1102,2010-11;Sunderland;Fulham;0;1;2;0;2;2;0;3;2;1;2;3;0:1;0:2;0:3;+2.5;2;no;+2.5/2;+2.5/no;2/no;3:0
1103,2010-11;West Brom;Aston Villa;0;1;2;2;0;1;2;1;1;1;2;3;0:1;2:0;2:1;+2.5;1;yes;+2.5/1;+2.5/yes;1/yes;2:1
1104,2010-11;Wigan;Everton;1;0;1;0;1;2;1;1;0;1;1;2;1:0;0:1;1:1;-2.5;0;yes;-2.5/0;-2.5/yes;0/yes;1:1
1105,2010-11;Arsenal;Man United;0;0;0;1;0;1;1;0;1;0;1;1;0:0;1:0;1:0;-2.5;1;no;-2.5/1;-2.5/no;1/no;1:0
1106,2010-11;Birmingham;Wolves;1;1;0;0;0;0;1;1;0;2;0;2;1:1;0:0;1:1;-2.5;0;yes;-2.5/0;-2.5/yes;0/yes;1:1
1107,2010-11;Liverpool;Newcastle;1;0;1;2;0;1;3;0;1;1;2;3;1:0;2:0;3:0;+2.5;1;no;+2.5/1;+2.5/no;1/no;3:0
1108,2010-11;Man City;West Ham;2;1;1;0;0;0;2;1;1;3;0;3;2:1;0:0;2:1;+2.5;1;yes;+2.5/1;+2.5/yes;1/yes;2:1
1109,2010-11;Aston Villa;Wigan;1;1;0;0;0;0;1;1;0;2;0;2;1:1;0:0;1:1;-2.5;0;yes;-2.5/0;-2.5/yes;0/yes;1:1
1110,2010-11;Bolton;Sunderland;0;1;2;1;1;0;1;2;2;1;2;3;0:1;1:1;1:2;+2.5;2;yes;+2.5/2;+2.5/yes;2/yes;2:1
1111,2010-11;Everton;Man City;0;1;2;2;0;1;2;1;1;1;2;3;0:1;2:0;2:1;+2.5;1;yes;+2.5/1;+2.5/yes;1/yes;2:1
1112,2010-11;Newcastle;Birmingham;2;1;1;0;0;0;2;1;1;3;0;3;2:1;0:0;2:1;+2.5;1;yes;+2.5/1;+2.5/yes;1/yes;2:1
1113,2010-11;Tottenham;Blackpool;0;0;0;1;1;0;1;1;0;0;2;2;0:0;1:1;1:1;-2.5;0;yes;-2.5/0;-2.5/yes;0/yes;1:1
1114,2010-11;West Ham;Blackburn;0;1;2;1;0;1;1;1;0;1;1;2;0:1;1:0;1:1;-2.5;0;yes;-2.5/0;-2.5/yes;0/yes;1:1
1115,2010-11;Man United;Chelsea;2;0;1;0;1;2;2;1;1;2;1;3;2:0;0:1;2:1;+2.5;1;yes;+2.5/1;+2.5/yes;1/yes;2:1
1116,2010-11;Stoke;Arsenal;2;0;1;1;1;0;3;1;1;2;2;4;2:0;1:1;3:1;+2.5;1;yes;+2.5/1;+2.5/yes;1/yes;3:1
1117,2010-11;Wolves;West Brom;2;0;1;1;1;0;3;1;1;2;2;4;2:0;1:1;3:1;+2.5;1;yes;+2.5/1;+2.5/yes;1/yes;3:1
1118,2010-11;Fulham;Liverpool;0;3;2;2;2;0;2;5;2;3;4;7;0:3;2:2;2:5;+2.5;2;yes;+2.5/2;+2.5/yes;2/yes;5:2
1119,2010-11;Man City;Tottenham;1;0;1;0;0;0;1;0;1;1;0;1;1:0;0:0;1:0;-2.5;1;no;-2.5/1;-2.5/no;1/no;1:0
1120,2010-11;Blackburn;Man United;1;0;1;0;1;2;1;1;0;1;1;2;1:0;0:1;1:1;-2.5;0;yes;-2.5/0;-2.5/yes;0/yes;1:1
1121,2010-11;Blackpool;Bolton;3;2;1;1;1;0;4;3;1;5;2;7;3:2;1:1;4:3;+2.5;1;yes;+2.5/1;+2.5/yes;1/yes;4:3
1122,2010-11;Sunderland;Wolves;1;1;0;0;2;2;1;3;2;2;2;4;1:1;0:2;1:3;+2.5;2;yes;+2.5/2;+2.5/yes;2/yes;3:1
1123,2010-11;West Brom;Everton;1;0;1;0;0;0;1;0;1;1;0;1;1:0;0:0;1:0;-2.5;1;no;-2.5/1;-2.5/no;1/no;1:0
1124,2010-11;Arsenal;Aston Villa;0;2;2;1;0;1;1;2;2;2;1;3;0:2;1:0;1:2;+2.5;2;yes;+2.5/2;+2.5/yes;2/yes;2:1
1125,2010-11;Birmingham;Fulham;0;1;2;0;1;2;0;2;2;1;1;2;0:1;0:1;0:2;-2.5;2;no;-2.5/2;-2.5/no;2/no;2:0
1126,2010-11;Chelsea;Newcastle;1;1;0;1;1;0;2;2;0;2;2;4;1:1;1:1;2:2;+2.5;0;yes;+2.5/0;+2.5/yes;0/yes;2:2
